1	0	1
1	0.02	0.9604
1	0.04	0.9216
1	0.06	0.8836
1	0.08	0.8464
1	0.1	0.81
1	0.12	0.7744
1	0.14	0.7396
1	0.16	0.7056
1	0.18	0.6724
1	0.2	0.64
1	0.22	0.6084
1	0.24	0.5776
1	0.26	0.5476
1	0.28	0.5184
1	0.3	0.49
1	0.32	0.4624
1	0.34	0.4356
1	0.36	0.4096
1	0.38	0.3844
1	0.4	0.36
1	0.42	0.3364
1	0.44	0.3136
1	0.46	0.2916
1	0.48	0.2704
1	0.5	0.25
1	0.52	0.2304
1	0.54	0.2116
1	0.56	0.1936
1	0.58	0.1764
1	0.6	0.16
1	0.62	0.1444
1	0.64	0.1296
1	0.66	0.1156
1	0.68	0.1024
1	0.7	0.09
1	0.72	0.0784
1	0.74	0.0676
1	0.76	0.0576
1	0.78	0.0484
1	0.8	0.04
1	0.82	0.0324
1	0.84	0.0256
1	0.86	0.0196
1	0.88	0.0144
1	0.9	0.01
1	0.92	0.0064
1	0.94	0.0036
1	0.96	0.0016
1	0.98	0.0004
1	1	0
1	1.02	0.0004
1	1.04	0.0016
1	1.06	0.0036
1	1.08	0.0064
1	1.1	0.01
1	1.12	0.0144
1	1.14	0.0196
1	1.16	0.0256
1	1.18	0.0324
1	1.2	0.04
1	1.22	0.0484
1	1.24	0.0576
1	1.26	0.0676
1	1.28	0.0784
1	1.3	0.09
1	1.32	0.1024
1	1.34	0.1156
1	1.36	0.1296
1	1.38	0.1444
1	1.4	0.16
1	1.42	0.1764
1	1.44	0.1936
1	1.46	0.2116
1	1.48	0.2304
1	1.5	0.25
1	1.52	0.2704
1	1.54	0.2916
1	1.56	0.3136
1	1.58	0.3364
1	1.6	0.36
1	1.62	0.3844
1	1.64	0.4096
1	1.66	0.4356
1	1.68	0.4624
1	1.7	0.49
1	1.72	0.5184
1	1.74	0.5476
1	1.76	0.5776
1	1.78	0.6084
1	1.8	0.64
1	1.82	0.6724
1	1.84	0.7056
1	1.86	0.7396
1	1.88	0.7744
1	1.9	0.81
1	1.92	0.8464
1	1.94	0.8836
1	1.96	0.9216
1	1.98	0.9604
1	2	1
1.01	0	1.0201
1.01	0.02	0.980099
1.01	0.04	0.940898
1.01	0.06	0.902497
1.01	0.08	0.864896
1.01	0.1	0.828095
1.01	0.12	0.792094
1.01	0.14	0.756893
1.01	0.16	0.722492
1.01	0.18	0.688891
1.01	0.2	0.65609
1.01	0.22	0.624089
1.01	0.24	0.592888
1.01	0.26	0.562487
1.01	0.28	0.532886
1.01	0.3	0.504085
1.01	0.32	0.476084
1.01	0.34	0.448883
1.01	0.36	0.422482
1.01	0.38	0.396882
1.01	0.4	0.372081
1.01	0.42	0.34808
1.01	0.44	0.324879
1.01	0.46	0.302478
1.01	0.48	0.280878
1.01	0.5	0.260077
1.01	0.52	0.240076
1.01	0.54	0.220876
1.01	0.56	0.202475
1.01	0.58	0.184874
1.01	0.6	0.168074
1.01	0.62	0.152073
1.01	0.64	0.136873
1.01	0.66	0.122472
1.01	0.68	0.108872
1.01	0.7	0.0960714
1.01	0.72	0.084071
1.01	0.74	0.0728706
1.01	0.76	0.0624703
1.01	0.78	0.05287
1.01	0.8	0.0440697
1.01	0.82	0.0360695
1.01	0.84	0.0288692
1.01	0.86	0.0224691
1.01	0.88	0.0168689
1.01	0.9	0.0120688
1.01	0.92	0.0080687
1.01	0.94	0.00486864
1.01	0.96	0.00246861
1.01	0.98	0.000868618
1.01	1	6.86543e-05
1.01	1.02	6.87215e-05
1.01	1.04	0.000868819
1.01	1.06	0.00246895
1.01	1.08	0.00486911
1.01	1.1	0.00806929
1.01	1.12	0.0120695
1.01	1.14	0.0168698
1.01	1.16	0.02247
1.01	1.18	0.0288703
1.01	1.2	0.0360707
1.01	1.22	0.044071
1.01	1.24	0.0528714
1.01	1.26	0.0624718
1.01	1.28	0.0728723
1.01	1.3	0.0840727
1.01	1.32	0.0960732
1.01	1.34	0.108874
1.01	1.36	0.122474
1.01	1.38	0.136875
1.01	1.4	0.152075
1.01	1.42	0.168076
1.01	1.44	0.184877
1.01	1.46	0.202477
1.01	1.48	0.220878
1.01	1.5	0.240079
1.01	1.52	0.260079
1.01	1.54	0.28088
1.01	1.56	0.302481
1.01	1.58	0.324882
1.01	1.6	0.348082
1.01	1.62	0.372083
1.01	1.64	0.396884
1.01	1.66	0.422485
1.01	1.68	0.448886
1.01	1.7	0.476086
1.01	1.72	0.504087
1.01	1.74	0.532888
1.01	1.76	0.562489
1.01	1.78	0.59289
1.01	1.8	0.624091
1.01	1.82	0.656092
1.01	1.84	0.688893
1.01	1.86	0.722494
1.01	1.88	0.756894
1.01	1.9	0.792095
1.01	1.92	0.828096
1.01	1.94	0.864897
1.01	1.96	0.902498
1.01	1.98	0.940899
1.01	2	0.9801
1.02	0	1.0404
1.02	0.02	0.999998
1.02	0.04	0.960396
1.02	0.06	0.921594
1.02	0.08	0.883592
1.02	0.1	0.84639
1.02	0.12	0.809988
1.02	0.14	0.774386
1.02	0.16	0.739584
1.02	0.18	0.705582
